Cod,Region/Country/Area,Year,Series,Value,Footnotes
450,Madagascar,2015,Theft at the national level- rate per 100K population,0.9,
450,Madagascar,2015,Robbery at the national level- rate per 100K population,7.2,
450,Madagascar,2015,Total Sexual Violence at the national level- rate per 100K,4.6,
454,Malawi,2005,Intentional homicide rates per 100K,1.6,
454,Malawi,2010,Intentional homicide rates per 100K,3.6,
454,Malawi,2012,Intentional homicide rates per 100K,1.8,
458,Malaysia,2005,Intentional homicide rates per 100K,2.4,
458,Malaysia,2005,Assault rate per 100K population,16.5,
458,Malaysia,2005,Theft at the national level- rate per 100K population,133.6,
458,Malaysia,2006,Intentional homicide rates per 100K,2.2,
458,Malaysia,2006,Assault rate per 100K population,21.8,
458,Malaysia,2006,Theft at the national level- rate per 100K population,141.7,
458,Malaysia,2010,Intentional homicide rates per 100K,1.9,
458,Malaysia,2013,Intentional homicide rates per 100K,2.1,
462,Maldives,2003,Intentional homicide rates per 100K,1.3,
462,Maldives,2004,Kidnapping at the national level- rate per 100K,0.3,
462,Maldives,2010,Intentional homicide rates per 100K,1.6,
462,Maldives,2010,Kidnapping at the national level- rate per 100K,7.1,
462,Maldives,2010,Theft at the national level- rate per 100K population,"1,094.00",
462,Maldives,2010,Total Sexual Violence at the national level- rate per 100K,143,
462,Maldives,2013,Intentional homicide rates per 100K,0.7,
462,Maldives,2013,Kidnapping at the national level- rate per 100K,1.9,
462,Maldives,2013,Theft at the national level- rate per 100K population,"1,608.10",
462,Maldives,2013,Total Sexual Violence at the national level- rate per 100K,137.9,
462,Maldives,2017,Assault rate per 100K population,71.3,
462,Maldives,2017,Kidnapping at the national level- rate per 100K,6.8,
462,Maldives,2017,Robbery at the national level- rate per 100K population,17.5,
462,Maldives,2017,Total Sexual Violence at the national level- rate per 100K,85.6,
470,Malta,2005,Intentional homicide rates per 100K,1,
470,Malta,2005,Percentage of male and female intentional homicide victims- Male,1,
470,Malta,2005,Percentage of male and female intentional homicide victims- Female,1,
470,Malta,2005,Theft at the national level- rate per 100K population,"2,375.30",
470,Malta,2010,Intentional homicide rates per 100K,1,
470,Malta,2010,Percentage of male and female intentional homicide victims- Male,1.5,
470,Malta,2010,Percentage of male and female intentional homicide victims- Female,0.5,
470,Malta,2010,Assault rate per 100K population,43.5,
470,Malta,2010,Kidnapping at the national level- rate per 100K,0,
470,Malta,2010,Theft at the national level- rate per 100K population,"1,875.40",
470,Malta,2010,Robbery at the national level- rate per 100K population,47.3,
470,Malta,2010,Total Sexual Violence at the national level- rate per 100K,22,
470,Malta,2017,Intentional homicide rates per 100K,2.1,
470,Malta,2017,Percentage of male and female intentional homicide victims- Male,3.6,
470,Malta,2017,Percentage of male and female intentional homicide victims- Female,0.5,
470,Malta,2017,Assault rate per 100K population,42.5,
470,Malta,2017,Kidnapping at the national level- rate per 100K,0,
470,Malta,2017,Theft at the national level- rate per 100K population,"1,885.00",
470,Malta,2017,Robbery at the national level- rate per 100K population,46.1,
470,Malta,2017,Total Sexual Violence at the national level- rate per 100K,17.8,
470,Malta,2018,Intentional homicide rates per 100K,1.6,
470,Malta,2018,Percentage of male and female intentional homicide victims- Male,1.4,
470,Malta,2018,Percentage of male and female intentional homicide victims- Female,1.8,
470,Malta,2018,Assault rate per 100K population,41.7,
470,Malta,2018,Kidnapping at the national level- rate per 100K,0,
470,Malta,2018,Theft at the national level- rate per 100K population,"1,486.20",
474,Martinique,2005,Intentional homicide rates per 100K,4.8,
474,Martinique,2009,Intentional homicide rates per 100K,2.8,
474,Martinique,2009,Percentage of male and female intentional homicide victims- Male,4.4,
474,Martinique,2009,Percentage of male and female intentional homicide victims- Female,1.4,
480,Mauritius,2005,Intentional homicide rates per 100K,3,
480,Mauritius,2005,Percentage of male and female intentional homicide victims- Male,3.9,
480,Mauritius,2005,Percentage of male and female intentional homicide victims- Female,2.1,
480,Mauritius,2005,Assault rate per 100K population,10,
480,Mauritius,2005,Theft at the national level- rate per 100K population,"1,172.20",
480,Mauritius,2005,Total Sexual Violence at the national level- rate per 100K,25.7,
480,Mauritius,2010,Intentional homicide rates per 100K,2.6,
480,Mauritius,2010,Percentage of male and female intentional homicide victims- Male,4,
480,Mauritius,2010,Percentage of male and female intentional homicide victims- Female,1.3,
480,Mauritius,2010,Assault rate per 100K population,19.1,
480,Mauritius,2010,Kidnapping at the national level- rate per 100K,2.8,
480,Mauritius,2010,Theft at the national level- rate per 100K population,864,
480,Mauritius,2010,Robbery at the national level- rate per 100K population,86.9,
480,Mauritius,2010,Total Sexual Violence at the national level- rate per 100K,34.6,
480,Mauritius,2011,Intentional homicide rates per 100K,2.6,
480,Mauritius,2011,Percentage of male and female intentional homicide victims- Male,3.9,
480,Mauritius,2011,Percentage of male and female intentional homicide victims- Female,1.3,
480,Mauritius,2011,Assault rate per 100K population,18.4,
480,Mauritius,2011,Kidnapping at the national level- rate per 100K,4,
480,Mauritius,2011,Theft at the national level- rate per 100K population,731.1,
480,Mauritius,2011,Robbery at the national level- rate per 100K population,65.1,
480,Mauritius,2011,Total Sexual Violence at the national level- rate per 100K,37.2,
480,Mauritius,2018,Intentional homicide rates per 100K,2.9,
480,Mauritius,2018,Percentage of male and female intentional homicide victims- Male,3.7,
480,Mauritius,2018,Percentage of male and female intentional homicide victims- Female,2.2,
175,Mayotte,2009,Intentional homicide rates per 100K,5.9,
484,Mexico,2005,Intentional homicide rates per 100K,9.4,
484,Mexico,2005,Percentage of male and female intentional homicide victims- Male,16.6,
484,Mexico,2005,Percentage of male and female intentional homicide victims- Female,2.4,
484,Mexico,2005,Assault rate per 100K population,225.6,
484,Mexico,2005,Kidnapping at the national level- rate per 100K,0.3,
484,Mexico,2005,Theft at the national level- rate per 100K population,80,
484,Mexico,2005,Total Sexual Violence at the national level- rate per 100K,27,
484,Mexico,2010,Intentional homicide rates per 100K,22.6,
484,Mexico,2010,Percentage of male and female intentional homicide victims- Male,41.8,
484,Mexico,2010,Percentage of male and female intentional homicide victims- Female,4.2,
484,Mexico,2010,Assault rate per 100K population,202.2,
484,Mexico,2010,Kidnapping at the national level- rate per 100K,1.1,
484,Mexico,2010,Theft at the national level- rate per 100K population,115.8,
484,Mexico,2010,Robbery at the national level- rate per 100K population,647,
484,Mexico,2010,Total Sexual Violence at the national level- rate per 100K,29.9,
484,Mexico,2017,Intentional homicide rates per 100K,25.7,
484,Mexico,2017,Percentage of male and female intentional homicide victims- Male,46.9,
484,Mexico,2017,Percentage of male and female intentional homicide victims- Female,5.4,
484,Mexico,2017,Assault rate per 100K population,44.2,
484,Mexico,2017,Kidnapping at the national level- rate per 100K,1.3,
484,Mexico,2017,Theft at the national level- rate per 100K population,305.4,
484,Mexico,2017,Robbery at the national level- rate per 100K population,196.1,
484,Mexico,2017,Total Sexual Violence at the national level- rate per 100K,30.7,
484,Mexico,2018,Intentional homicide rates per 100K,29.1,
484,Mexico,2018,Percentage of male and female intentional homicide victims- Male,53.3,
484,Mexico,2018,Percentage of male and female intentional homicide victims- Female,5.8,
484,Mexico,2018,Assault rate per 100K population,37.1,
484,Mexico,2018,Kidnapping at the national level- rate per 100K,1.5,
484,Mexico,2018,Theft at the national level- rate per 100K population,290.7,
492,Monaco,2005,Intentional homicide rates per 100K,3,
492,Monaco,2005,Assault rate per 100K population,458,
492,Monaco,2005,Kidnapping at the national level- rate per 100K,0,
492,Monaco,2005,Theft at the national level- rate per 100K population,957.4,
492,Monaco,2006,Intentional homicide rates per 100K,2.9,
492,Monaco,2006,Assault rate per 100K population,409.5,
492,Monaco,2006,Kidnapping at the national level- rate per 100K,5.9,
492,Monaco,2006,Theft at the national level- rate per 100K population,"1,012.00",
492,Monaco,2010,Intentional homicide rates per 100K,0,
492,Monaco,2015,Intentional homicide rates per 100K,0,
492,Monaco,2015,Percentage of male and female intentional homicide victims- Male,0,
492,Monaco,2015,Percentage of male and female intentional homicide victims- Female,0,
492,Monaco,2015,Assault rate per 100K population,522.2,
492,Monaco,2015,Kidnapping at the national level- rate per 100K,2.7,
492,Monaco,2015,Theft at the national level- rate per 100K population,"1,442.10",
492,Monaco,2015,Robbery at the national level- rate per 100K population,31.8,
492,Monaco,2015,Total Sexual Violence at the national level- rate per 100K,15.9,
492,Monaco,2016,Kidnapping at the national level- rate per 100K,2.6,
492,Monaco,2016,Theft at the national level- rate per 100K population,"1,092.70",
492,Monaco,2016,Total Sexual Violence at the national level- rate per 100K,13.1,
496,Mongolia,2005,Intentional homicide rates per 100K,15.8,
496,Mongolia,2005,Assault rate per 100K population,118.4,
496,Mongolia,2005,Kidnapping at the national level- rate per 100K,0,
496,Mongolia,2005,Theft at the national level- rate per 100K population,264.5,
496,Mongolia,2005,Total Sexual Violence at the national level- rate per 100K,13.4,
496,Mongolia,2010,Intentional homicide rates per 100K,8.8,
496,Mongolia,2010,Percentage of male and female intentional homicide victims- Male,12.8,
496,Mongolia,2010,Percentage of male and female intentional homicide victims- Female,4.9,
496,Mongolia,2010,Assault rate per 100K population,214,
496,Mongolia,2010,Kidnapping at the national level- rate per 100K,0,
496,Mongolia,2010,Theft at the national level- rate per 100K population,212.4,
496,Mongolia,2010,Robbery at the national level- rate per 100K population,19.1,
496,Mongolia,2010,Total Sexual Violence at the national level- rate per 100K,13.3,
496,Mongolia,2017,Intentional homicide rates per 100K,6.1,
496,Mongolia,2017,Percentage of male and female intentional homicide victims- Male,9.5,
496,Mongolia,2017,Percentage of male and female intentional homicide victims- Female,2.9,
496,Mongolia,2017,Assault rate per 100K population,14.7,
496,Mongolia,2017,Kidnapping at the national level- rate per 100K,0.1,
496,Mongolia,2017,Theft at the national level- rate per 100K population,363.6,
496,Mongolia,2017,Robbery at the national level- rate per 100K population,39.6,
496,Mongolia,2017,Total Sexual Violence at the national level- rate per 100K,12.1,
496,Mongolia,2018,Intentional homicide rates per 100K,6.2,
496,Mongolia,2018,Percentage of male and female intentional homicide victims- Male,9.7,
496,Mongolia,2018,Percentage of male and female intentional homicide victims- Female,2.8,
496,Mongolia,2018,Assault rate per 100K population,10.3,
496,Mongolia,2018,Kidnapping at the national level- rate per 100K,0.2,
496,Mongolia,2018,Theft at the national level- rate per 100K population,423.4,
499,Montenegro,2005,Intentional homicide rates per 100K,3.6,
499,Montenegro,2005,Assault rate per 100K population,25.2,
499,Montenegro,2005,Theft at the national level- rate per 100K population,249.8,
499,Montenegro,2005,Total Sexual Violence at the national level- rate per 100K,5.7,
499,Montenegro,2010,Intentional homicide rates per 100K,2.4,
499,Montenegro,2010,Percentage of male and female intentional homicide victims- Male,2.6,
499,Montenegro,2010,Percentage of male and female intentional homicide victims- Female,2.2,
499,Montenegro,2010,Assault rate per 100K population,30.9,
499,Montenegro,2010,Kidnapping at the national level- rate per 100K,0.3,
499,Montenegro,2010,Theft at the national level- rate per 100K population,84.9,
499,Montenegro,2010,Total Sexual Violence at the national level- rate per 100K,5.8,
499,Montenegro,2017,Intentional homicide rates per 100K,2.4,
499,Montenegro,2017,Percentage of male and female intentional homicide victims- Male,3.5,
499,Montenegro,2017,Percentage of male and female intentional homicide victims- Female,1.3,
499,Montenegro,2017,Assault rate per 100K population,23.4,
499,Montenegro,2017,Kidnapping at the national level- rate per 100K,0,
499,Montenegro,2017,Theft at the national level- rate per 100K population,80.2,
