Cod,Region/Country/Area,Year,Series,Value
417,Kyrgyzstan,2005,Unemployment rate - Total,8.1
417,Kyrgyzstan,2005,Labour force participation - Male,76.1
417,Kyrgyzstan,2005,Unemployment rate - Male,7.4
417,Kyrgyzstan,2005,Labour force participation - Female,54.1
417,Kyrgyzstan,2005,Unemployment rate - Female,9.1
417,Kyrgyzstan,2010,Labour force participation - Total,64.1
417,Kyrgyzstan,2010,Unemployment rate - Total,8.6
417,Kyrgyzstan,2010,Labour force participation - Male,76.6
417,Kyrgyzstan,2010,Unemployment rate - Male,7.7
417,Kyrgyzstan,2010,Labour force participation - Female,52.2
417,Kyrgyzstan,2010,Unemployment rate - Female,9.9
417,Kyrgyzstan,2015,Labour force participation - Total,62.4
417,Kyrgyzstan,2015,Unemployment rate - Total,7.6
417,Kyrgyzstan,2015,Labour force participation - Male,75.5
417,Kyrgyzstan,2015,Unemployment rate - Male,6.5
417,Kyrgyzstan,2015,Labour force participation - Female,49.9
417,Kyrgyzstan,2015,Unemployment rate - Female,9
417,Kyrgyzstan,2020,Labour force participation - Total,59.6
417,Kyrgyzstan,2020,Unemployment rate - Total,6.6
417,Kyrgyzstan,2020,Labour force participation - Male,75.7
417,Kyrgyzstan,2020,Unemployment rate - Male,5.9
417,Kyrgyzstan,2020,Labour force participation - Female,44.5
417,Kyrgyzstan,2020,Unemployment rate - Female,7.9
418,Lao People's Dem. Rep.,2005,Labour force participation - Total,78.8
418,Lao People's Dem. Rep.,2005,Unemployment rate - Total,1.4
418,Lao People's Dem. Rep.,2005,Labour force participation - Male,79.8
418,Lao People's Dem. Rep.,2005,Unemployment rate - Male,1.4
418,Lao People's Dem. Rep.,2005,Labour force participation - Female,77.9
418,Lao People's Dem. Rep.,2005,Unemployment rate - Female,1.4
418,Lao People's Dem. Rep.,2010,Labour force participation - Total,78.1
418,Lao People's Dem. Rep.,2010,Unemployment rate - Total,0.7
418,Lao People's Dem. Rep.,2010,Labour force participation - Male,79.4
418,Lao People's Dem. Rep.,2010,Unemployment rate - Male,0.8
418,Lao People's Dem. Rep.,2010,Labour force participation - Female,76.8
418,Lao People's Dem. Rep.,2010,Unemployment rate - Female,0.7
418,Lao People's Dem. Rep.,2015,Labour force participation - Total,78.5
418,Lao People's Dem. Rep.,2015,Unemployment rate - Total,0.7
418,Lao People's Dem. Rep.,2015,Labour force participation - Male,80.2
418,Lao People's Dem. Rep.,2015,Unemployment rate - Male,0.7
418,Lao People's Dem. Rep.,2015,Labour force participation - Female,76.8
418,Lao People's Dem. Rep.,2015,Unemployment rate - Female,0.6
418,Lao People's Dem. Rep.,2020,Labour force participation - Total,78.5
418,Lao People's Dem. Rep.,2020,Unemployment rate - Total,0.6
418,Lao People's Dem. Rep.,2020,Labour force participation - Male,80.2
418,Lao People's Dem. Rep.,2020,Unemployment rate - Male,0.7
418,Lao People's Dem. Rep.,2020,Labour force participation - Female,76.8
418,Lao People's Dem. Rep.,2020,Unemployment rate - Female,0.6
428,Latvia,2005,Labour force participation - Total,57.3
428,Latvia,2005,Unemployment rate - Total,10
428,Latvia,2005,Labour force participation - Male,65.6
428,Latvia,2005,Unemployment rate - Male,10.1
428,Latvia,2005,Labour force participation - Female,50.4
428,Latvia,2005,Unemployment rate - Female,10
428,Latvia,2010,Labour force participation - Total,59
428,Latvia,2010,Unemployment rate - Total,19.5
428,Latvia,2010,Labour force participation - Male,65.3
428,Latvia,2010,Unemployment rate - Male,22.7
428,Latvia,2010,Labour force participation - Female,53.9
428,Latvia,2010,Unemployment rate - Female,16.3
428,Latvia,2015,Labour force participation - Total,60.1
428,Latvia,2015,Unemployment rate - Total,9.9
428,Latvia,2015,Labour force participation - Male,67.5
428,Latvia,2015,Unemployment rate - Male,11.1
428,Latvia,2015,Labour force participation - Female,54
428,Latvia,2015,Unemployment rate - Female,8.6
428,Latvia,2020,Labour force participation - Total,61
428,Latvia,2020,Unemployment rate - Total,6.5
428,Latvia,2020,Labour force participation - Male,67.9
428,Latvia,2020,Unemployment rate - Male,7.1
428,Latvia,2020,Labour force participation - Female,55.3
428,Latvia,2020,Unemployment rate - Female,6
422,Lebanon,2005,Labour force participation - Total,47.6
422,Lebanon,2005,Unemployment rate - Total,8.3
422,Lebanon,2005,Labour force participation - Male,72.5
422,Lebanon,2005,Unemployment rate - Male,7.9
422,Lebanon,2005,Labour force participation - Female,21.2
422,Lebanon,2005,Unemployment rate - Female,9.7
422,Lebanon,2010,Labour force participation - Total,46.8
422,Lebanon,2010,Unemployment rate - Total,6.4
422,Lebanon,2010,Labour force participation - Male,69.8
422,Lebanon,2010,Unemployment rate - Male,5.1
422,Lebanon,2010,Labour force participation - Female,22.8
422,Lebanon,2010,Unemployment rate - Female,10.6
422,Lebanon,2015,Labour force participation - Total,46.9
422,Lebanon,2015,Unemployment rate - Total,6.4
422,Lebanon,2015,Labour force participation - Male,71.4
422,Lebanon,2015,Unemployment rate - Male,5.1
422,Lebanon,2015,Labour force participation - Female,22.6
422,Lebanon,2015,Unemployment rate - Female,10.4
422,Lebanon,2020,Labour force participation - Total,47
422,Lebanon,2020,Unemployment rate - Total,6.3
422,Lebanon,2020,Labour force participation - Male,71.3
422,Lebanon,2020,Unemployment rate - Male,5.1
422,Lebanon,2020,Labour force participation - Female,22.9
422,Lebanon,2020,Unemployment rate - Female,9.8
426,Lesotho,2005,Labour force participation - Total,70.5
426,Lesotho,2005,Unemployment rate - Total,30.8
426,Lesotho,2005,Labour force participation - Male,77.9
426,Lesotho,2005,Unemployment rate - Male,25.1
426,Lesotho,2005,Labour force participation - Female,63.8
426,Lesotho,2005,Unemployment rate - Female,37.1
426,Lesotho,2010,Labour force participation - Total,68.2
426,Lesotho,2010,Unemployment rate - Total,26.8
426,Lesotho,2010,Labour force participation - Male,76.5
426,Lesotho,2010,Unemployment rate - Male,22.1
426,Lesotho,2010,Labour force participation - Female,60.6
426,Lesotho,2010,Unemployment rate - Female,32.2
426,Lesotho,2015,Labour force participation - Total,67.7
426,Lesotho,2015,Unemployment rate - Total,24.4
426,Lesotho,2015,Labour force participation - Male,76
426,Lesotho,2015,Unemployment rate - Male,20.8
426,Lesotho,2015,Labour force participation - Female,59.8
426,Lesotho,2015,Unemployment rate - Female,28.7
426,Lesotho,2020,Labour force participation - Total,67.9
426,Lesotho,2020,Unemployment rate - Total,22.8
426,Lesotho,2020,Labour force participation - Male,76.1
426,Lesotho,2020,Unemployment rate - Male,20.1
426,Lesotho,2020,Labour force participation - Female,60.1
426,Lesotho,2020,Unemployment rate - Female,26.1
430,Liberia,2005,Labour force participation - Total,75.1
430,Liberia,2005,Unemployment rate - Total,2.2
430,Liberia,2005,Labour force participation - Male,80.6
430,Liberia,2005,Unemployment rate - Male,2.2
430,Liberia,2005,Labour force participation - Female,69.8
430,Liberia,2005,Unemployment rate - Female,2.3
430,Liberia,2010,Labour force participation - Total,75.6
430,Liberia,2010,Unemployment rate - Total,2.3
430,Liberia,2010,Labour force participation - Male,81.1
430,Liberia,2010,Unemployment rate - Male,2.3
430,Liberia,2010,Labour force participation - Female,70.1
430,Liberia,2010,Unemployment rate - Female,2.3
430,Liberia,2015,Labour force participation - Total,75.1
430,Liberia,2015,Unemployment rate - Total,2.1
430,Liberia,2015,Labour force participation - Male,80.1
430,Liberia,2015,Unemployment rate - Male,2.3
430,Liberia,2015,Labour force participation - Female,70.2
430,Liberia,2015,Unemployment rate - Female,1.8
430,Liberia,2020,Labour force participation - Total,76.3
430,Liberia,2020,Unemployment rate - Total,2.7
430,Liberia,2020,Labour force participation - Male,80.6
430,Liberia,2020,Unemployment rate - Male,3.2
430,Liberia,2020,Labour force participation - Female,72.1
430,Liberia,2020,Unemployment rate - Female,2.2
434,Libya,2005,Labour force participation - Total,46.7
434,Libya,2005,Unemployment rate - Total,18.9
434,Libya,2005,Labour force participation - Male,60.7
434,Libya,2005,Unemployment rate - Male,15.9
434,Libya,2005,Labour force participation - Female,31.8
434,Libya,2005,Unemployment rate - Female,25.1
434,Libya,2010,Labour force participation - Total,48.6
434,Libya,2010,Unemployment rate - Total,19
434,Libya,2010,Labour force participation - Male,62.9
434,Libya,2010,Unemployment rate - Male,15.8
434,Libya,2010,Labour force participation - Female,33.6
434,Libya,2010,Unemployment rate - Female,25.2
434,Libya,2015,Labour force participation - Total,49.5
434,Libya,2015,Unemployment rate - Total,18.9
434,Libya,2015,Labour force participation - Male,64.8
434,Libya,2015,Unemployment rate - Male,15.5
434,Libya,2015,Labour force participation - Female,34
434,Libya,2015,Unemployment rate - Female,25.3
434,Libya,2020,Labour force participation - Total,49.6
434,Libya,2020,Unemployment rate - Total,18.6
434,Libya,2020,Labour force participation - Male,65.3
434,Libya,2020,Unemployment rate - Male,15.5
434,Libya,2020,Labour force participation - Female,33.8
434,Libya,2020,Unemployment rate - Female,24.7
438,Liechtenstein,2005,Labour force participation - Total,63
438,Liechtenstein,2005,Labour force participation - Male,73.7
438,Liechtenstein,2005,Labour force participation - Female,52.8
438,Liechtenstein,2010,Labour force participation - Total,61.6
438,Liechtenstein,2010,Unemployment rate - Total,2.6
438,Liechtenstein,2010,Labour force participation - Male,70.9
438,Liechtenstein,2010,Unemployment rate - Male,2.3
438,Liechtenstein,2010,Labour force participation - Female,52.6
438,Liechtenstein,2010,Unemployment rate - Female,3.1
438,Liechtenstein,2013,Labour force participation - Total,61.9
438,Liechtenstein,2013,Unemployment rate - Total,2.6
438,Liechtenstein,2013,Labour force participation - Male,70.6
438,Liechtenstein,2013,Unemployment rate - Male,2.3
438,Liechtenstein,2013,Labour force participation - Female,53.5
438,Liechtenstein,2013,Unemployment rate - Female,3.1
440,Lithuania,2005,Labour force participation - Total,56.2
440,Lithuania,2005,Unemployment rate - Total,8.3
440,Lithuania,2005,Labour force participation - Male,62.9
440,Lithuania,2005,Unemployment rate - Male,8.1
440,Lithuania,2005,Labour force participation - Female,50.6
440,Lithuania,2005,Unemployment rate - Female,8.5
440,Lithuania,2010,Labour force participation - Total,57
440,Lithuania,2010,Unemployment rate - Total,17.8
440,Lithuania,2010,Labour force participation - Male,62.3
440,Lithuania,2010,Unemployment rate - Male,21.2
440,Lithuania,2010,Labour force participation - Female,52.6
440,Lithuania,2010,Unemployment rate - Female,14.5
440,Lithuania,2015,Labour force participation - Total,59.3
440,Lithuania,2015,Unemployment rate - Total,9.1
440,Lithuania,2015,Labour force participation - Male,65
440,Lithuania,2015,Unemployment rate - Male,10.1
440,Lithuania,2015,Labour force participation - Female,54.6
440,Lithuania,2015,Unemployment rate - Female,8.2
440,Lithuania,2020,Labour force participation - Total,61.4
440,Lithuania,2020,Unemployment rate - Total,6.3
440,Lithuania,2020,Labour force participation - Male,67.6
440,Lithuania,2020,Unemployment rate - Male,6.5
440,Lithuania,2020,Labour force participation - Female,56.2
440,Lithuania,2020,Unemployment rate - Female,6.1
442,Luxembourg,2005,Labour force participation - Total,54.8
442,Luxembourg,2005,Unemployment rate - Total,4.5
442,Luxembourg,2005,Labour force participation - Male,64.7
442,Luxembourg,2005,Unemployment rate - Male,3.5
442,Luxembourg,2005,Labour force participation - Female,45.4
442,Luxembourg,2005,Unemployment rate - Female,5.8
442,Luxembourg,2010,Labour force participation - Total,57
442,Luxembourg,2010,Unemployment rate - Total,4.4
442,Luxembourg,2010,Labour force participation - Male,65.4
442,Luxembourg,2010,Unemployment rate - Male,3.8
442,Luxembourg,2010,Labour force participation - Female,48.8
442,Luxembourg,2010,Unemployment rate - Female,5.1
442,Luxembourg,2015,Labour force participation - Total,59.4
442,Luxembourg,2015,Unemployment rate - Total,6.7
442,Luxembourg,2015,Labour force participation - Male,65.2
442,Luxembourg,2015,Unemployment rate - Male,6.1
442,Luxembourg,2015,Labour force participation - Female,53.6
442,Luxembourg,2015,Unemployment rate - Female,7.4
442,Luxembourg,2020,Labour force participation - Total,59.5
442,Luxembourg,2020,Unemployment rate - Total,5.2
442,Luxembourg,2020,Labour force participation - Male,63.7
442,Luxembourg,2020,Unemployment rate - Male,4.7
442,Luxembourg,2020,Labour force participation - Female,55.1
442,Luxembourg,2020,Unemployment rate - Female,5.8
450,Madagascar,2005,Labour force participation - Total,86.6
450,Madagascar,2005,Unemployment rate - Total,2.6
450,Madagascar,2005,Labour force participation - Male,89.2
450,Madagascar,2005,Unemployment rate - Male,1.8
450,Madagascar,2005,Labour force participation - Female,84.2
450,Madagascar,2005,Unemployment rate - Female,3.5
450,Madagascar,2010,Labour force participation - Total,89.1
450,Madagascar,2010,Unemployment rate - Total,4.3
450,Madagascar,2010,Labour force participation - Male,91
450,Madagascar,2010,Unemployment rate - Male,3.3
450,Madagascar,2010,Labour force participation - Female,87.1
450,Madagascar,2010,Unemployment rate - Female,5.3
450,Madagascar,2015,Labour force participation - Total,86.5
450,Madagascar,2015,Unemployment rate - Total,1.8
450,Madagascar,2015,Labour force participation - Male,89.6
450,Madagascar,2015,Unemployment rate - Male,1.8
450,Madagascar,2015,Labour force participation - Female,83.5
450,Madagascar,2015,Unemployment rate - Female,1.8
450,Madagascar,2020,Labour force participation - Total,86.2
450,Madagascar,2020,Unemployment rate - Total,1.8
450,Madagascar,2020,Labour force participation - Male,89
450,Madagascar,2020,Unemployment rate - Male,1.7
450,Madagascar,2020,Labour force participation - Female,83.5
450,Madagascar,2020,Unemployment rate - Female,2
454,Malawi,2005,Labour force participation - Total,77.4
454,Malawi,2005,Unemployment rate - Total,5.9
454,Malawi,2005,Labour force participation - Male,80.6
454,Malawi,2005,Unemployment rate - Male,4.9
454,Malawi,2005,Labour force participation - Female,74.4
454,Malawi,2005,Unemployment rate - Female,6.9
454,Malawi,2010,Labour force participation - Total,77.6
454,Malawi,2010,Unemployment rate - Total,5.9
454,Malawi,2010,Labour force participation - Male,82.1
454,Malawi,2010,Unemployment rate - Male,4.9
454,Malawi,2010,Labour force participation - Female,73.3
454,Malawi,2010,Unemployment rate - Female,7
454,Malawi,2015,Labour force participation - Total,77.3
454,Malawi,2015,Unemployment rate - Total,5.9
454,Malawi,2015,Labour force participation - Male,82.2
454,Malawi,2015,Unemployment rate - Male,4.9
454,Malawi,2015,Labour force participation - Female,72.7
454,Malawi,2015,Unemployment rate - Female,6.8
