Region,Year,Series,Value
Lebanon,2010,Labour force participation - Female,22.8
Lebanon,2010,Unemployment rate - Female,10.6
Lebanon,2015,Labour force participation - Total,46.9
Lebanon,2015,Unemployment rate - Total,6.4
Lebanon,2015,Labour force participation - Male,71.4
Lebanon,2015,Unemployment rate - Male,5.1
Lebanon,2015,Labour force participation - Female,22.6
Lebanon,2015,Unemployment rate - Female,10.4
Lebanon,2020,Labour force participation - Total,47
Lebanon,2020,Unemployment rate - Total,6.3
Lebanon,2020,Labour force participation - Male,71.3
Lebanon,2020,Unemployment rate - Male,5.1
Lebanon,2020,Labour force participation - Female,22.9
Lebanon,2020,Unemployment rate - Female,9.8
Lesotho,2005,Labour force participation - Total,70.5
Lesotho,2005,Unemployment rate - Total,30.8
Lesotho,2005,Labour force participation - Male,77.9
Lesotho,2005,Unemployment rate - Male,25.1
Lesotho,2005,Labour force participation - Female,63.8
Lesotho,2005,Unemployment rate - Female,37.1
Lesotho,2010,Labour force participation - Total,68.2
Lesotho,2010,Unemployment rate - Total,26.8
Lesotho,2010,Labour force participation - Male,76.5
Lesotho,2010,Unemployment rate - Male,22.1
Lesotho,2010,Labour force participation - Female,60.6
Lesotho,2010,Unemployment rate - Female,32.2
Lesotho,2015,Labour force participation - Total,67.7
Lesotho,2015,Unemployment rate - Total,24.4
Lesotho,2015,Labour force participation - Male,76
Lesotho,2015,Unemployment rate - Male,20.8
Lesotho,2015,Labour force participation - Female,59.8
Lesotho,2015,Unemployment rate - Female,28.7
Lesotho,2020,Labour force participation - Total,67.9
Lesotho,2020,Unemployment rate - Total,22.8
Lesotho,2020,Labour force participation - Male,76.1
Lesotho,2020,Unemployment rate - Male,20.1
Lesotho,2020,Labour force participation - Female,60.1
Lesotho,2020,Unemployment rate - Female,26.1
Liberia,2005,Labour force participation - Total,75.1
Liberia,2005,Unemployment rate - Total,2.2
Liberia,2005,Labour force participation - Male,80.6
Liberia,2005,Unemployment rate - Male,2.2
Liberia,2005,Labour force participation - Female,69.8
Liberia,2005,Unemployment rate - Female,2.3
Liberia,2010,Labour force participation - Total,75.6
Liberia,2010,Unemployment rate - Total,2.3
Liberia,2010,Labour force participation - Male,81.1
Liberia,2010,Unemployment rate - Male,2.3
Liberia,2010,Labour force participation - Female,70.1
Liberia,2010,Unemployment rate - Female,2.3
Liberia,2015,Labour force participation - Total,75.1
Liberia,2015,Unemployment rate - Total,2.1
Liberia,2015,Labour force participation - Male,80.1
Liberia,2015,Unemployment rate - Male,2.3
Liberia,2015,Labour force participation - Female,70.2
Liberia,2015,Unemployment rate - Female,1.8
Liberia,2020,Labour force participation - Total,76.3
Liberia,2020,Unemployment rate - Total,2.7
Liberia,2020,Labour force participation - Male,80.6
Liberia,2020,Unemployment rate - Male,3.2
Liberia,2020,Labour force participation - Female,72.1
Liberia,2020,Unemployment rate - Female,2.2
Libya,2005,Labour force participation - Total,46.7
Libya,2005,Unemployment rate - Total,18.9
Libya,2005,Labour force participation - Male,60.7
Libya,2005,Unemployment rate - Male,15.9
Libya,2005,Labour force participation - Female,31.8
Libya,2005,Unemployment rate - Female,25.1
Libya,2010,Labour force participation - Total,48.6
Libya,2010,Unemployment rate - Total,19
Libya,2010,Labour force participation - Male,62.9
Libya,2010,Unemployment rate - Male,15.8
Libya,2010,Labour force participation - Female,33.6
Libya,2010,Unemployment rate - Female,25.2
Libya,2015,Labour force participation - Total,49.5
Libya,2015,Unemployment rate - Total,18.9
Libya,2015,Labour force participation - Male,64.8
Libya,2015,Unemployment rate - Male,15.5
Libya,2015,Labour force participation - Female,34
Libya,2015,Unemployment rate - Female,25.3
Libya,2020,Labour force participation - Total,49.6
Libya,2020,Unemployment rate - Total,18.6
Libya,2020,Labour force participation - Male,65.3
Libya,2020,Unemployment rate - Male,15.5
Libya,2020,Labour force participation - Female,33.8
Libya,2020,Unemployment rate - Female,24.7
Liechtenstein,2005,Labour force participation - Total,63
Liechtenstein,2005,Labour force participation - Male,73.7
Liechtenstein,2005,Labour force participation - Female,52.8
Liechtenstein,2010,Labour force participation - Total,61.6
Liechtenstein,2010,Unemployment rate - Total,2.6
Liechtenstein,2010,Labour force participation - Male,70.9
Liechtenstein,2010,Unemployment rate - Male,2.3
Liechtenstein,2010,Labour force participation - Female,52.6
Liechtenstein,2010,Unemployment rate - Female,3.1
Liechtenstein,2013,Labour force participation - Total,61.9
Liechtenstein,2013,Unemployment rate - Total,2.6
Liechtenstein,2013,Labour force participation - Male,70.6
Liechtenstein,2013,Unemployment rate - Male,2.3
Liechtenstein,2013,Labour force participation - Female,53.5
Liechtenstein,2013,Unemployment rate - Female,3.1
Lithuania,2005,Labour force participation - Total,56.2
Lithuania,2005,Unemployment rate - Total,8.3
Lithuania,2005,Labour force participation - Male,62.9
Lithuania,2005,Unemployment rate - Male,8.1
Lithuania,2005,Labour force participation - Female,50.6
Lithuania,2005,Unemployment rate - Female,8.5
Lithuania,2010,Labour force participation - Total,57
Lithuania,2010,Unemployment rate - Total,17.8
Lithuania,2010,Labour force participation - Male,62.3
Lithuania,2010,Unemployment rate - Male,21.2
Lithuania,2010,Labour force participation - Female,52.6
Lithuania,2010,Unemployment rate - Female,14.5
Lithuania,2015,Labour force participation - Total,59.3
Lithuania,2015,Unemployment rate - Total,9.1
Lithuania,2015,Labour force participation - Male,65
Lithuania,2015,Unemployment rate - Male,10.1
Lithuania,2015,Labour force participation - Female,54.6
Lithuania,2015,Unemployment rate - Female,8.2
Lithuania,2020,Labour force participation - Total,61.4
Lithuania,2020,Unemployment rate - Total,6.3
Lithuania,2020,Labour force participation - Male,67.6
Lithuania,2020,Unemployment rate - Male,6.5
Lithuania,2020,Labour force participation - Female,56.2
Lithuania,2020,Unemployment rate - Female,6.1
Luxembourg,2005,Labour force participation - Total,54.8
Luxembourg,2005,Unemployment rate - Total,4.5
Luxembourg,2005,Labour force participation - Male,64.7
Luxembourg,2005,Unemployment rate - Male,3.5
Luxembourg,2005,Labour force participation - Female,45.4
Luxembourg,2005,Unemployment rate - Female,5.8
Luxembourg,2010,Labour force participation - Total,57
Luxembourg,2010,Unemployment rate - Total,4.4
Luxembourg,2010,Labour force participation - Male,65.4
Luxembourg,2010,Unemployment rate - Male,3.8
Luxembourg,2010,Labour force participation - Female,48.8
Luxembourg,2010,Unemployment rate - Female,5.1
Luxembourg,2015,Labour force participation - Total,59.4
Luxembourg,2015,Unemployment rate - Total,6.7
Luxembourg,2015,Labour force participation - Male,65.2
Luxembourg,2015,Unemployment rate - Male,6.1
Luxembourg,2015,Labour force participation - Female,53.6
Luxembourg,2015,Unemployment rate - Female,7.4
Luxembourg,2020,Labour force participation - Total,59.5
Luxembourg,2020,Unemployment rate - Total,5.2
Luxembourg,2020,Labour force participation - Male,63.7
Luxembourg,2020,Unemployment rate - Male,4.7
Luxembourg,2020,Labour force participation - Female,55.1
Luxembourg,2020,Unemployment rate - Female,5.8
Madagascar,2005,Labour force participation - Total,86.6
Madagascar,2005,Unemployment rate - Total,2.6
Madagascar,2005,Labour force participation - Male,89.2
Madagascar,2005,Unemployment rate - Male,1.8
Madagascar,2005,Labour force participation - Female,84.2
Madagascar,2005,Unemployment rate - Female,3.5
Madagascar,2010,Labour force participation - Total,89.1
Madagascar,2010,Unemployment rate - Total,4.3
Madagascar,2010,Labour force participation - Male,91
Madagascar,2010,Unemployment rate - Male,3.3
Madagascar,2010,Labour force participation - Female,87.1
Madagascar,2010,Unemployment rate - Female,5.3
Madagascar,2015,Labour force participation - Total,86.5
Madagascar,2015,Unemployment rate - Total,1.8
Madagascar,2015,Labour force participation - Male,89.6
Madagascar,2015,Unemployment rate - Male,1.8
Madagascar,2015,Labour force participation - Female,83.5
Madagascar,2015,Unemployment rate - Female,1.8
Madagascar,2020,Labour force participation - Total,86.2
Madagascar,2020,Unemployment rate - Total,1.8
Madagascar,2020,Labour force participation - Male,89
Madagascar,2020,Unemployment rate - Male,1.7
Madagascar,2020,Labour force participation - Female,83.5
Madagascar,2020,Unemployment rate - Female,2
Malawi,2005,Labour force participation - Total,77.4
Malawi,2005,Unemployment rate - Total,5.9
Malawi,2005,Labour force participation - Male,80.6
Malawi,2005,Unemployment rate - Male,4.9
Malawi,2005,Labour force participation - Female,74.4
Malawi,2005,Unemployment rate - Female,6.9
Malawi,2010,Labour force participation - Total,77.6
Malawi,2010,Unemployment rate - Total,5.9
Malawi,2010,Labour force participation - Male,82.1
Malawi,2010,Unemployment rate - Male,4.9
Malawi,2010,Labour force participation - Female,73.3
Malawi,2010,Unemployment rate - Female,7
Malawi,2015,Labour force participation - Total,77.3
Malawi,2015,Unemployment rate - Total,5.9
Malawi,2015,Labour force participation - Male,82.2
Malawi,2015,Unemployment rate - Male,4.9
Malawi,2015,Labour force participation - Female,72.7
Malawi,2015,Unemployment rate - Female,6.8
Malawi,2020,Labour force participation - Total,76.8
Malawi,2020,Unemployment rate - Total,5.7
Malawi,2020,Labour force participation - Male,81.3
Malawi,2020,Unemployment rate - Male,4.8
Malawi,2020,Labour force participation - Female,72.6
Malawi,2020,Unemployment rate - Female,6.7
Malaysia,2005,Labour force participation - Total,61.1
Malaysia,2005,Unemployment rate - Total,3.5
Malaysia,2005,Labour force participation - Male,77.4
Malaysia,2005,Unemployment rate - Male,3.4
Malaysia,2005,Labour force participation - Female,44
Malaysia,2005,Unemployment rate - Female,3.7
Malaysia,2010,Labour force participation - Total,60.4
Malaysia,2010,Unemployment rate - Total,3.3
Malaysia,2010,Labour force participation - Male,76.2
Malaysia,2010,Unemployment rate - Male,3.2
Malaysia,2010,Labour force participation - Female,43.5
Malaysia,2010,Unemployment rate - Female,3.4
Malaysia,2015,Labour force participation - Total,64.4
Malaysia,2015,Unemployment rate - Total,3.1
Malaysia,2015,Labour force participation - Male,77.6
Malaysia,2015,Unemployment rate - Male,2.9
Malaysia,2015,Labour force participation - Female,50.5
Malaysia,2015,Unemployment rate - Female,3.4
Malaysia,2020,Labour force participation - Total,64.4
Malaysia,2020,Unemployment rate - Total,3.4
Malaysia,2020,Labour force participation - Male,77.2
Malaysia,2020,Unemployment rate - Male,3.1
Malaysia,2020,Labour force participation - Female,50.9
Malaysia,2020,Unemployment rate - Female,3.8
Maldives,2005,Labour force participation - Total,57.7
Maldives,2005,Unemployment rate - Total,2.9
Maldives,2005,Labour force participation - Male,73.3
Maldives,2005,Unemployment rate - Male,2.6
Maldives,2005,Labour force participation - Female,40.4
Maldives,2005,Unemployment rate - Female,3.7
Maldives,2010,Labour force participation - Total,62.3
Maldives,2010,Unemployment rate - Total,4.1
Maldives,2010,Labour force participation - Male,77.1
Maldives,2010,Unemployment rate - Male,3.7
Maldives,2010,Labour force participation - Female,44.1
Maldives,2010,Unemployment rate - Female,5.1
Maldives,2015,Labour force participation - Total,68.2
Maldives,2015,Unemployment rate - Total,5.7
Maldives,2015,Labour force participation - Male,82.4
Maldives,2015,Unemployment rate - Male,5.6
Maldives,2015,Labour force participation - Female,45.1
Maldives,2015,Unemployment rate - Female,5.8
Maldives,2020,Labour force participation - Total,70.5
Maldives,2020,Unemployment rate - Total,6.4
Maldives,2020,Labour force participation - Male,85.2
Maldives,2020,Unemployment rate - Male,6.4
Maldives,2020,Labour force participation - Female,41.7
Maldives,2020,Unemployment rate - Female,6.5
Mali,2005,Labour force participation - Total,70.3
Mali,2005,Unemployment rate - Total,9.8
Mali,2005,Labour force participation - Male,80.8
Mali,2005,Unemployment rate - Male,8.2
Mali,2005,Labour force participation - Female,60.2
Mali,2005,Unemployment rate - Female,11.8
Mali,2010,Labour force participation - Total,70.9
Mali,2010,Unemployment rate - Total,8.1
Mali,2010,Labour force participation - Male,81.9
Mali,2010,Unemployment rate - Male,5.9
Mali,2010,Labour force participation - Female,60.3
Mali,2010,Unemployment rate - Female,10.9
Mali,2015,Labour force participation - Total,71.1
Mali,2015,Unemployment rate - Total,7.7
Mali,2015,Labour force participation - Male,81.2
Mali,2015,Unemployment rate - Male,6.9
Mali,2015,Labour force participation - Female,61.3
Mali,2015,Unemployment rate - Female,8.8
Mali,2020,Labour force participation - Total,70.8
Mali,2020,Unemployment rate - Total,7.3
Mali,2020,Labour force participation - Male,80.6
Mali,2020,Unemployment rate - Male,6.8
Mali,2020,Labour force participation - Female,61.2
Mali,2020,Unemployment rate - Female,8.1
Malta,2005,Labour force participation - Total,48.3
Malta,2005,Unemployment rate - Total,6.9
Malta,2005,Labour force participation - Male,67.7
Malta,2005,Unemployment rate - Male,6.3
Malta,2005,Labour force participation - Female,29.5
Malta,2005,Unemployment rate - Female,8.4
Malta,2010,Labour force participation - Total,50
Malta,2010,Unemployment rate - Total,6.9
Malta,2010,Labour force participation - Male,66.5
Malta,2010,Unemployment rate - Male,6.7
Malta,2010,Labour force participation - Female,34
Malta,2010,Unemployment rate - Female,7.1
Malta,2015,Labour force participation - Total,54.6
Malta,2015,Unemployment rate - Total,5.4
Malta,2015,Labour force participation - Male,67
Malta,2015,Unemployment rate - Male,5.4
Malta,2015,Labour force participation - Female,42.2
Malta,2015,Unemployment rate - Female,5.4
Malta,2020,Labour force participation - Total,56.3
Malta,2020,Unemployment rate - Total,3.4
Malta,2020,Labour force participation - Male,66.8
Malta,2020,Unemployment rate - Male,3.2
Malta,2020,Labour force participation - Female,45.9
Malta,2020,Unemployment rate - Female,3.6
Marshall Islands,2006,Labour force participation - Total,44.6
Marshall Islands,2011,Unemployment rate - Total,4.7
Marshall Islands,2011,Unemployment rate - Male,4.9
Marshall Islands,2011,Unemployment rate - Female,4.5
Martinique,2005,Labour force participation - Total,43.6
Martinique,2005,Unemployment rate - Total,18.7
Martinique,2005,Labour force participation - Male,48.5
Martinique,2005,Unemployment rate - Male,16.9
Martinique,2005,Labour force participation - Female,39.6
Martinique,2005,Unemployment rate - Female,20.4
Martinique,2010,Labour force participation - Total,45.9
